"media_id","category","title","alt_text","mime_type","width","height","bytes","sha256","source_url","local_path"
"314","photos","Screenshot","Bethlehem Snow Removal Company","image/jpeg","1202","894","197711","f63223eb678f12b7506863e8d7af5c0c7f7e561bae5b9b83e9bd78d0bfe13b14","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/F550-with-Bobcat-loading-snow-e1722374890963.jpg","photos\0314-F550-with-Bobcat-loading-snow-e1722374890963.jpg"
"","site-only","preloader","","","","","9427","27422f830d71474144ea902369ce78d178d1ace4e38a029ba2e359b7b55b4176","https://americansnowandicesolutions.com/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif","site-only\site-0001-preloader.gif"
"","site-only","modules","","","","","16842","0ae4a16bfea9d30082d75d134739bfe5d80ff9fa0f67b5299660814b9f66d535","https://americansnowandicesolutions.com/wp-content/themes/Divi/core/admin/fonts/modules/base/modules.svg","site-only\site-0002-modules.svg"
"","site-only","ASAI-Logo","","","","","84470","e895f08b9af445fc880104771b1ab6a5941edeb7ffd0bf795b4c7a4d057c9c24","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/ASAI-Logo.png","site-only\site-0003-ASAI-Logo.png"
"","site-only","modules","","","","","299189","639567f000acf215bbe0bf97270b6ef3db269d1f9245ae2f1dfdcc4e3759315c","https://americansnowandicesolutions.com/wp-content/themes/Divi/core/admin/fonts/modules/all/modules.svg","site-only\site-0004-modules.svg"
"","site-only","fa-regular-400","","","","","144714","d42a64dc349a98075e8be12587943f2bd52065a8bb18960d7dc7390b535117e0","https://americansnowandicesolutions.com/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-regular-400.svg","site-only\site-0005-fa-regular-400.svg"
"","site-only","fa-solid-900","","","","","917575","1a46e780ce5beb6507d62af8b20a92b33c8f042e87c612f4bbf8330bfc353419","https://americansnowandicesolutions.com/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-solid-900.svg","site-only\site-0006-fa-solid-900.svg"
"","site-only","fa-brands-400","","","","","747545","e2749cb24a77208abdd9fda35f0d14f091948c44d21f977c8048a3b13e4beccb","https://americansnowandicesolutions.com/wp-content/themes/Divi/core/admin/fonts/fontawesome/fa-brands-400.svg","site-only\site-0007-fa-brands-400.svg"
"","site-only","0-e099e04f-a389-41c7-abda-d76f47d8adfe-1920x1080","","","","","298944","50d243349e4afa2644302e2ad01e4777737d67241f30786b367f8124ed62e28d","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/0-e099e04f-a389-41c7-abda-d76f47d8adfe-1920x1080.jpg","site-only\site-0008-0-e099e04f-a389-41c7-abda-d76f47d8adfe-1920x1080.jpg"
"","site-only","43952257_1124618681024162_2043405573826805760_n","","","","","43212","662b02a58072a77206dd404a21bd4977cd43aa171f64c801e751a7874f033091","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/43952257_1124618681024162_2043405573826805760_n.jpg","site-only\site-0009-43952257_1124618681024162_2043405573826805760_n.jpg"
"","site-only","yeti-app","","","","","365381","9c7edbfe6c2eeb62c8541178af5d1a28161ca6cf12f30254e9b06639d33d797f","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/yeti-app.png","site-only\site-0010-yeti-app.png"
"","site-only","yeti-app-1280x627","","","","","255381","0fa0236693a58adf4f9ef753e01cc854f0283b69f264c913f1a8789c2f3470ec","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/yeti-app-1280x627.png","site-only\site-0011-yeti-app-1280x627.png"
"","site-only","yeti-app-980x480","","","","","168019","91c71fe5777b33e73f1d6c139c51c0c21df663e4349376f8dbb4062a42939ec1","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/yeti-app-980x480.png","site-only\site-0012-yeti-app-980x480.png"
"","site-only","yeti-app-480x235","","","","","54276","fdf0e1fe9a757cd71c58a6f73cb8c375f690e1f7b495c40dcea3a91770647d6d","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/yeti-app-480x235.png","site-only\site-0013-yeti-app-480x235.png"
"","site-only","plow2-g","","","","","8986","f529c307f699c7638e79a81a44d8ee9b097786e9010eb1e5b5ad2f2b3c5ad404","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/plow2-g.jpeg","site-only\site-0014-plow2-g.jpeg"
"","site-only","288748492_1223581641747420_7413856100265503251_n","","","","","275264","2350261b733ec5a37a9db0dfd97c12b8b249d1249c7c78df183185dd6f3bf20b","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/288748492_1223581641747420_7413856100265503251_n.jpg","site-only\site-0015-288748492_1223581641747420_7413856100265503251_n.jpg"
"","site-only","288748492_1223581641747420_7413856100265503251_n-1280x1707","","","","","265456","1a751c7d34a87f4e28754410d807f828b4e282991b0b16132532e9cc4d0bf4c5","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/288748492_1223581641747420_7413856100265503251_n-1280x1707.jpg","site-only\site-0016-288748492_1223581641747420_7413856100265503251_n-1280x1707.jpg"
"","site-only","288748492_1223581641747420_7413856100265503251_n-980x1307","","","","","177905","676acac7704ee6340d469f036a2f1fa9483f175cafabd89b4d0e994f7716cae1","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/288748492_1223581641747420_7413856100265503251_n-980x1307.jpg","site-only\site-0017-288748492_1223581641747420_7413856100265503251_n-980x1307.jpg"
"","site-only","288748492_1223581641747420_7413856100265503251_n-480x640","","","","","55159","44ad050503c5b871b1d356ce5fdf34966304b3dd3676ac75a3ef6acad63c3f7e","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/288748492_1223581641747420_7413856100265503251_n-480x640.jpg","site-only\site-0018-288748492_1223581641747420_7413856100265503251_n-480x640.jpg"
"","site-only","plow3-g","","","","","82297","eddb2e77b8ccda45fb384cf690b120ade99d0cce6c8317ef436c546f84d8f2d4","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/plow3-g.jpeg","site-only\site-0019-plow3-g.jpeg"
"","site-only","plow3-g-480x621","","","","","30713","cbf455f643c65b48838606a41c1f9c2bca7cad0642651e050f5dede361ed3990","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/plow3-g-480x621.jpeg","site-only\site-0020-plow3-g-480x621.jpeg"
"","site-only","deicing-g","","","","","323072","5d511bcf9e290f10e65312627d9cbd877b7b0ba4df365de4bb61f589359060c2","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/deicing-g.jpg","site-only\site-0021-deicing-g.jpg"
"","site-only","deicing-g-980x651","","","","","111528","7cc6348a3b4575674ef81afaeea50091adcd2fdbd28faca9feac69adddea05f7","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/deicing-g-980x651.jpg","site-only\site-0022-deicing-g-980x651.jpg"
"","site-only","deicing-g-480x319","","","","","35648","e4b1b38ec328993c798094c29de982408fbe87f977babf270b0baf3e4514adb8","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/deicing-g-480x319.jpg","site-only\site-0023-deicing-g-480x319.jpg"
"","site-only","haul-1-g","","","","","1224305","8db40cf4ca3f276d157238e01d4d8448beebd3e7d91b4348533708cb37cbbe20","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/haul-1-g.jpg","site-only\site-0024-haul-1-g.jpg"
"","site-only","haul-1-g-1280x919","","","","","312843","562bb66e8924cf881eab5c450e767b81db14245f564d17fea735062351c42f98","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/haul-1-g-1280x919.jpg","site-only\site-0025-haul-1-g-1280x919.jpg"
"","site-only","haul-1-g-980x704","","","","","185801","9e6053e317db59624beeb904c1a6be72bc719e7086be126fb218c01173c15f55","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/haul-1-g-980x704.jpg","site-only\site-0026-haul-1-g-980x704.jpg"
"","site-only","haul-1-g-480x345","","","","","53027","00fef4cdd3639b8957c253942eaecffe18f3d67456076519c442d8e43e376f87","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/haul-1-g-480x345.jpg","site-only\site-0027-haul-1-g-480x345.jpg"
"","site-only","288513881_1223581618414089_854226359798480048_n","","","","","297122","6a02ac2a82ac9b4716aa93d2fc4bfd83a6fb1d901421bba3b27dd3084fca0cb8","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/288513881_1223581618414089_854226359798480048_n.jpg","site-only\site-0028-288513881_1223581618414089_854226359798480048_n.jpg"
"","site-only","288513881_1223581618414089_854226359798480048_n-1280x1707","","","","","273571","6fc23731d023b16072e011ac0c1929ab07ef40983d9ac8b27da91a68012f6ffc","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/288513881_1223581618414089_854226359798480048_n-1280x1707.jpg","site-only\site-0029-288513881_1223581618414089_854226359798480048_n-1280x1707.jpg"
"","site-only","288513881_1223581618414089_854226359798480048_n-980x1307","","","","","179520","7832bdc5fcb34dfffea35d0203f0ee8e65a88bd33b72a6c7f7ee98a3ec0d2eef","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/288513881_1223581618414089_854226359798480048_n-980x1307.jpg","site-only\site-0030-288513881_1223581618414089_854226359798480048_n-980x1307.jpg"
"","site-only","288513881_1223581618414089_854226359798480048_n-480x640","","","","","58145","053f6b6e8451184950b3c9c5a02759a9f95df35e98feb335529860fc91f467c3","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/288513881_1223581618414089_854226359798480048_n-480x640.jpg","site-only\site-0031-288513881_1223581618414089_854226359798480048_n-480x640.jpg"
"","site-only","443821792_1002509304746175_4634016418456129743_n","","","","","96582","24ea2e8acb614e76f734b23cb9db770bdc797f1255d24d54cd08c3e9869d1a65","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/443821792_1002509304746175_4634016418456129743_n.jpg","site-only\site-0032-443821792_1002509304746175_4634016418456129743_n.jpg"
"","site-only","443821792_1002509304746175_4634016418456129743_n-480x319","","","","","31979","a5ccbe88c7d086f84adeb5d9358127628f360e7e40445f1947062fb854364a0b","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/443821792_1002509304746175_4634016418456129743_n-480x319.jpg","site-only\site-0033-443821792_1002509304746175_4634016418456129743_n-480x319.jpg"
"","site-only","deice-2-g","","","","","97076","bc593f2124a712189c1d8a9fcdb50461ee097bd91bc605161c2797808681da84","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/deice-2-g.jpg","site-only\site-0034-deice-2-g.jpg"
"","site-only","deice-2-g-480x320","","","","","44116","df061199f6f1caa3199d801ebde3f1ef625b7d541f597b0ef0ec86bb5f2a20d0","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/deice-2-g-480x320.jpg","site-only\site-0035-deice-2-g-480x320.jpg"
"","site-only","plow-g","","","","","9056","be242a0c74cddd807727e60949a69c758b78970e9499910526092fe42b71cd76","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/plow-g.jpeg","site-only\site-0036-plow-g.jpeg"
"","site-only","snowfighters","","","","","26334","5daaa96c61b1165c4b659a7e42384286a4328517e632ced7bec24a834320cdea","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/snowfighters.png","site-only\site-0037-snowfighters.png"
"","site-only","sima","","","","","4811","00d7c2fb05c6b6e4a521639a115c09ddc4676e0273b8bac43b8d2de27d6c14b6","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/sima.jpg","site-only\site-0038-sima.jpg"
"","site-only","asca","","","","","9274","955a7cd41600d4c71e68b39c9c783ebced04fe05fe4bbfa7e1a3bdc6d99d72e8","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/asca.png","site-only\site-0039-asca.png"
"","site-only","bbb-trust-logo","","","","","23256","9c1890e5182d26138d8a1e713daf18ac97cd23e3a8d0071491faca64263ef38d","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/bbb-trust-logo.png","site-only\site-0040-bbb-trust-logo.png"
"","site-only","bbb-trust-logo-480x194","","","","","17088","090518c3960c3815a4e4659addb18d77464606f6e8683c6dbc4cdcddbf5293c4","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/bbb-trust-logo-480x194.png","site-only\site-0041-bbb-trust-logo-480x194.png"
"","site-only","0-7e0e2fed-102f-4a8b-b891-fefd97345194-800x600","","","","","94918","d836f9e0310aa337ee01df2f659c921cc426fa5d24de66dd0e91c9d82843c164","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/0-7e0e2fed-102f-4a8b-b891-fefd97345194-800x600.jpg","site-only\site-0042-0-7e0e2fed-102f-4a8b-b891-fefd97345194-800x600.jpg"
"","site-only","F550-with-Bobcat-loading-snow-e1722374890963","","","","","174957","ab72ddd2693cc4a1e0cf0ead1696d540dded58a23505831750692a2654b52be5","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/F550-with-Bobcat-loading-snow-e1722374890963.jpg","site-only\site-0043-F550-with-Bobcat-loading-snow-e1722374890963.jpg"
"","site-only","flag","","","","","85762","dfe0045c14547bea45affcb23f3fe685dc0cef0619f1981ae4c704c0e7ddf8ea","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/flag.jpg","site-only\site-0044-flag.jpg"
"","site-only","APS-3stacklogo-480x162","","","","","79693","c578ab757c3bedfeeb968b1831fafe147d22968389ac63bc2049a5d6d0fb7663","https://americansnowandicesolutions.com/wp-content/uploads/2025/04/APS-3stacklogo-480x162.png","site-only\site-0045-APS-3stacklogo-480x162.png"
"","site-only","first-snow-removal","","","","","8753","362fd48df37ee3a1638392da8c9a46b322f4b6ef2c78291462ff282af3010dc1","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/first-snow-removal.jpg","site-only\site-0046-first-snow-removal.jpg"
"","site-only","plow-1-g-scaled","","","","","616351","d443d0b45efa9af08fa54c16ce1269c420117dc72653e8c9b81e6e93f4e21b8e","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/plow-1-g-scaled.jpg","site-only\site-0047-plow-1-g-scaled.jpg"
"","site-only","plow-1-g-1280x850","","","","","198466","c355ac81ff97d8fe0fb991b3225cf3ccd3b71a613bb0c50274fd40929b7d62a7","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/plow-1-g-1280x850.jpg","site-only\site-0048-plow-1-g-1280x850.jpg"
"","site-only","plow-1-g-980x651","","","","","129932","33edddfb5721366c6722df3f9a32d5c8a4b29fdf29e5d743babbe662e02bebd3","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/plow-1-g-980x651.jpg","site-only\site-0049-plow-1-g-980x651.jpg"
"","site-only","plow-1-g-480x319","","","","","45267","b3ba1ce72da0c610bc7d346e8e30b925e9039e0b31ae0b782cd4078525511ee9","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/plow-1-g-480x319.jpg","site-only\site-0050-plow-1-g-480x319.jpg"
"","site-only","dontriskit","","","","","66286","a1d56c31121887f7fa4955a07a3caeab823b9fe99b124f1ec56e5bb7f71a1bc4","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/dontriskit.jpg","site-only\site-0051-dontriskit.jpg"
"","site-only","logo-map","","","","","198149","954471cd2e1ddaf5f473fe62b2a092bcb9c2fd09ef0567e8710474473505885e","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/logo-map.png","site-only\site-0052-logo-map.png"
"","site-only","yeti-on-many-devices_-2048x944-1","","","","","616732","bad0df7732d4ae8a1bc35966bf3a4a52cc53f05b1c24f05308355fdf75f19252","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/yeti-on-many-devices_-2048x944-1.png","site-only\site-0053-yeti-on-many-devices_-2048x944-1.png"
"","site-only","yeti-on-many-devices_-2048x944-1-1280x590","","","","","258836","832fe011ed8930e6fff3645d95f5087aa384a5943f190dd63a31a4108a6a2b40","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/yeti-on-many-devices_-2048x944-1-1280x590.png","site-only\site-0054-yeti-on-many-devices_-2048x944-1-1280x590.png"
"","site-only","yeti-on-many-devices_-2048x944-1-980x452","","","","","142998","b68567e30c7185b5779ca226fde7a0acfdb896eefb8659ce64563c2975b00936","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/yeti-on-many-devices_-2048x944-1-980x452.png","site-only\site-0055-yeti-on-many-devices_-2048x944-1-980x452.png"
"","site-only","yeti-on-many-devices_-2048x944-1-480x221","","","","","48247","b9180e009266777101298c959ab1948d4428992fa19caf5d76f69f2914d8fda0","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/yeti-on-many-devices_-2048x944-1-480x221.png","site-only\site-0056-yeti-on-many-devices_-2048x944-1-480x221.png"
"","site-only","worktogether","","","","","113427","74cd7e3c02e56793e6e7fd6b264df963235072a6b8627ea1197bd28aaea770ad","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/worktogether.png","site-only\site-0057-worktogether.png"
"","site-only","deice-1-g","","","","","180633","d9a7415cb89c47ac397d8ccf6794da33210a39d50801aa7db912a02d7708aece","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/deice-1-g.jpeg","site-only\site-0058-deice-1-g.jpeg"
"","site-only","deice-1-g-1280x1024","","","","","112177","933c832db5b3d61fc62360054a9c806c986eb3c5230e307de3571faa0cdd72e4","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/deice-1-g-1280x1024.jpeg","site-only\site-0059-deice-1-g-1280x1024.jpeg"
"","site-only","deice-1-g-980x784","","","","","74310","d8c63629679329d5453a9312f3fd5e3c5c18dcbf3228eca84a0918f9c8c96029","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/deice-1-g-980x784.jpeg","site-only\site-0060-deice-1-g-980x784.jpeg"
"","site-only","deice-1-g-480x384","","","","","24060","599015c11ee65db62bf2266819f56d70b73a9204068dd98ba1935491db0435b8","https://americansnowandicesolutions.com/wp-content/uploads/2024/07/deice-1-g-480x384.jpeg","site-only\site-0061-deice-1-g-480x384.jpeg"
"","site-only","0-5495dc3f-cdea-4779-86e5-19d5c08c660a-1920x1080","","","","","232960","d300c32efb88b18faf653ebc7a124135fda1115c2e355d27b10ae1e1984039bb","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/0-5495dc3f-cdea-4779-86e5-19d5c08c660a-1920x1080.jpg","site-only\site-0062-0-5495dc3f-cdea-4779-86e5-19d5c08c660a-1920x1080.jpg"
"","site-only","plow-2-g-scaled","","","","","930376","9e034935315151513445909eb714b34db0e511cf6b3748d309296614dca9f448","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/plow-2-g-scaled.jpg","site-only\site-0063-plow-2-g-scaled.jpg"
"","site-only","servicemap","","","","","10195","3acecb96009dd2b2ccb4610721076cae831ad26fa77f03b0f949ee9528c5fc62","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/servicemap.png","site-only\site-0064-servicemap.png"
"","site-only","deicing2-g","","","","","95012","32027af15f417e846ed5864a33c63909d71e6f1f598219a161fb1e3ad23d338d","http://mnd.dc0.myftpupload.com/wp-content/uploads/2024/07/deicing2-g.webp","site-only\site-0065-deicing2-g.webp"
